,SNP,CHR_igv,BP,EFFECTSIZE,SE,P,snps_class_up,snps_class_down,locus_id,GENE,sgd_id
7373,7374,XI,625615,0.15232183373935,0.144600675041905,0.29287984073095,Promoter,Promoter,YKR095W-A_NFR/NDR,,
7374,7375,XI,626209,0.121676076664119,0.146639610518501,0.407233747106581,Close to 3'-UTR,Close to 3'-UTR,YKR095W,MLP1,SGDID:S000001803
7375,7376,XI,626281,0.0736184800926288,0.150661438477416,0.625403416427418,Close to 3'-UTR,Close to 3'-UTR,YKR095W,MLP1,SGDID:S000001803
7376,7377,XI,626626,0.131162057268256,0.145161491492926,0.366845161137704,Promoter,Promoter,XUT_11R-265_NFR/NDR,,
7377,7378,XI,627031,0.106087735169537,0.145738444954454,0.467137532239179,ORF,Verified ORF,YKR096W,ESL2,SGDID:S000001804
7378,7379,XI,628031,0.155297185620469,0.143725035655388,0.280650168457421,ORF,Verified ORF,YKR096W,ESL2,SGDID:S000001804
7379,7380,XI,628199,0.144541843366321,0.143934341274808,0.315960119410677,ORF,Verified ORF,YKR096W,ESL2,SGDID:S000001804
7380,7381,XI,628241,0.174815492562798,0.145919631264151,0.231710700610371,ORF,Verified ORF,YKR096W,ESL2,SGDID:S000001804
7381,7382,XI,628767,0.131253475390507,0.143970402046046,0.362564690712686,ORF,Verified ORF,YKR096W,ESL2,SGDID:S000001804
7382,7383,XI,628896,0.0986137999158063,0.144563053861597,0.495590963473019,ORF,Verified ORF,YKR096W,ESL2,SGDID:S000001804
7383,7384,XI,629511,0.0435869206117028,0.145052349933797,0.763979579002347,ORF,Verified ORF,YKR096W,ESL2,SGDID:S000001804
7384,7385,XI,629750,0.0729546239242821,0.144324954493267,0.613531153973943,ORF,Verified ORF,YKR096W,ESL2,SGDID:S000001804
7385,7386,XI,632234,0.0642975590703401,0.144287429933283,0.656143958251515,ORF,Verified ORF,YKR097W,PCK1,SGDID:S000001805
7386,7387,XI,635468,0.868946177742821,0.430365547534509,0.0442335027852706,Promoter,Promoter,YKR099W_NFR/NDR,,
7387,7388,XI,635532,-0.00710550162997,0.157576492728147,0.964059159605451,Promoter,Promoter,YKR099W_NFR/NDR,,
7388,7389,XI,635886,0.0360559710995683,0.145474389082445,0.80439381000083,ORF,Verified ORF,YKR099W,BAS1,SGDID:S000001807
7389,7390,XI,639035,-0.037571213050112,0.144897193263817,0.795558275990262,ORF,Verified ORF,YKR100C,SKG1,SGDID:S000001808
7390,7391,XI,639322,-0.0468793660268715,0.145049441358675,0.746738351621453,ORF,Verified ORF,YKR100C,SKG1,SGDID:S000001808
7391,7392,XI,640812,-0.0424672708027125,0.144301164277134,0.76870462588815,ORF,Verified ORF,YKR101W,SIR1,SGDID:S000001809
7392,7393,XI,640835,-0.0591635448941081,0.144465439862722,0.682396032371664,ORF,Verified ORF,YKR101W,SIR1,SGDID:S000001809
7393,7394,XI,641153,-0.0468383657407981,0.146553797225657,0.749461813633864,ORF,Verified ORF,YKR101W,SIR1,SGDID:S000001809
7394,7395,XI,642681,-0.0743939374158022,0.146703880550914,0.61239937783891,Promoter,Promoter,YKR102W_NFR/NDR,,
7395,7396,XI,642730,-0.0361719374185177,0.150667557635656,0.810409288863378,Other features,Replication,ARS1123,ARS1123,SGDID:S000118410
7396,7397,XI,642823,-0.0759707662167559,0.148666059184318,0.609659156862071,Other features,Replication,ARS1123,ARS1123,SGDID:S000118410
7397,7398,XI,642975,-0.050639971073396,0.144522823393615,0.726251806067924,Promoter,Promoter,YKR102W_NFR/NDR,,
7398,7399,XI,643961,-0.117182828736716,0.144289374278734,0.417259993548947,Intergenic region,Intergenic region,K:642974-646355,,
7399,7400,XI,644027,-0.117960448021087,0.146622947040363,0.421640754063493,Intergenic region,Intergenic region,K:642974-646355,,
7400,7401,XI,644029,-0.125663371783754,0.145825577106232,0.38941696228699,Intergenic region,Intergenic region,K:642974-646355,,
7401,7402,XI,644496,-0.140634154717684,0.144593753563217,0.331410324597326,Intergenic region,Intergenic region,K:642974-646355,,
7402,7403,XI,644727,-0.0168432066993112,0.156338113708646,0.914266503117121,Intergenic region,Intergenic region,K:642974-646355,,
7403,7404,XI,644791,-0.150814735454453,0.145328791712507,0.300097475873348,Intergenic region,Intergenic region,K:642974-646355,,
7404,7405,XI,645157,-0.221130745390841,0.152775813254604,0.148666850244573,Intergenic region,Intergenic region,K:642974-646355,,
7405,7406,XI,645162,-0.210249840617478,0.154047523515143,0.173173418803956,Intergenic region,Intergenic region,K:642974-646355,,
7406,7407,XI,666348,-0.212794017781558,0.287702191119326,0.460014326037654,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7407,7408,XI,666379,0.272899008842471,0.287667524092721,0.343441964720591,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7408,7409,XI,666390,0.409466890528565,0.289252322763467,0.157772986783297,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7409,7410,XI,666404,0.205972587607612,0.287616417500716,0.474380599116498,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7410,7411,XI,666412,0.152168975791817,0.287920097465256,0.597476740722274,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7411,7412,XI,666420,0.15278200961229,0.28761973616133,0.595618101977368,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7412,7413,XI,666421,0.181682746178598,0.287354902595677,0.527626886022183,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7413,7414,XI,666462,-0.139018142214455,0.287639514402674,0.629177521669526,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7414,7415,XI,666468,-0.119505928026707,0.147551920122166,0.418529150374595,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7415,7416,XI,666492,-0.623753669157779,0.309442809869118,0.0445853614443821,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7416,7417,XI,666493,-0.652750857095103,0.289909455777239,0.0249639612518978,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7417,7418,XI,666499,-0.744076244611573,0.291516898205421,0.0111178501741305,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7418,7419,XI,666544,-0.299441756088505,0.254106983142128,0.239427650470988,Other features,Telomere,TEL11R,TEL11R,SGDID:S000028978
7419,7420,XII,11408,0.199544719392168,0.215638164990711,0.35540653907009,Other features,Telomere,TEL12L,TEL12L,SGDID:S000028910
7420,7421,XII,13769,0.0887125161793474,0.215565292442602,0.680930531078863,Close to 3'-UTR,Close to 3'-UTR,YLL064C,PAU18,SGDID:S000003987
7421,7422,XII,13781,0.0537948819958034,0.189595532801038,0.776779837819652,Close to 3'-UTR,Close to 3'-UTR,YLL064C,PAU18,SGDID:S000003987
7422,7423,XII,13782,0.0204638176363461,0.189738554759598,0.914173803051857,Close to 3'-UTR,Close to 3'-UTR,YLL064C,PAU18,SGDID:S000003987
7423,7424,XII,13790,0.0688611358000335,0.184211569291158,0.708766018020692,Close to 3'-UTR,Close to 3'-UTR,YLL064C,PAU18,SGDID:S000003987
7424,7425,XII,13802,-0.0802523978139549,0.170722103967884,0.638590852957228,Close to 3'-UTR,Close to 3'-UTR,YLL064C,PAU18,SGDID:S000003987
7425,7426,XII,13808,-0.0561502896419825,0.173418294525802,0.746292354187754,Close to 3'-UTR,Close to 3'-UTR,YLL064C,PAU18,SGDID:S000003987
7426,7427,XII,14310,-0.0278611053868211,0.145971348104982,0.848739562846308,Close to 3'-UTR,Close to 3'-UTR,YLL064C,PAU18,SGDID:S000003987
7427,7428,XII,17131,0.008311061739387,0.1445472774336,0.95418167956179,ORF,Verified ORF,YLL062C,MHT1,SGDID:S000003985
7428,7429,XII,18624,0.0243198137606405,0.151140778560741,0.872257629453966,ORF,Verified ORF,YLL061W,MMP1,SGDID:S000003984
7429,7430,XII,19930,0.744543090867938,0.377158157014954,0.0491510858369558,Close to 3'-UTR,Close to 3'-UTR,YLL061W,MMP1,SGDID:S000003984
7430,7431,XII,19930,-0.674704288418384,0.459139103914083,0.142588237196856,Close to 3'-UTR,Close to 3'-UTR,YLL061W,MMP1,SGDID:S000003984
7431,7432,XII,19933,0.257476457672695,0.331804265171812,0.438275069586925,Close to 3'-UTR,Close to 3'-UTR,YLL061W,MMP1,SGDID:S000003984
7432,7433,XII,20883,-0.0070630782928046,0.146112215133955,0.961472538925903,Close to 3'-UTR,Close to 3'-UTR,YLL060C,GTT2,SGDID:S000003983
7433,7434,XII,21370,-0.0608558801675396,0.144584066955234,0.674081988959959,ORF,Verified ORF,YLL060C,GTT2,SGDID:S000003983
7434,7435,XII,21837,-0.179722309771762,0.144814547890153,0.215410834654031,ORF,Verified ORF,YLL060C,GTT2,SGDID:S000003983
7435,7436,XII,23264,-0.125140159334977,0.146185688434391,0.392558758838136,Promoter,Promoter,YLL058W_NFR/NDR,,
7436,7437,XII,24735,-0.0905457560457831,0.145340484987608,0.533692969861243,ORF,Uncharacterized ORF,YLL058W,YLL058W,SGDID:S000003981
7437,7438,XII,25742,-0.136805255177438,0.147176959934684,0.353250188900734,Close to 3'-UTR,Close to 3'-UTR,YLL058W,YLL058W,SGDID:S000003981
7438,7439,XII,25817,-0.0811696742737,0.147467956809731,0.582377786856496,ORF,Verified ORF,YLL057C,JLP1,SGDID:S000003980
7439,7440,XII,26505,-0.127782596493912,0.147038243125098,0.385413944361097,ORF,Verified ORF,YLL057C,JLP1,SGDID:S000003980
7440,7441,XII,26817,-0.125665040156562,0.146649339809249,0.392076902555071,ORF,Verified ORF,YLL057C,JLP1,SGDID:S000003980
7441,7442,XII,26922,-0.108369506101629,0.146702876253288,0.460579666706728,ORF,Verified ORF,YLL057C,JLP1,SGDID:S000003980
7442,7443,XII,26956,-0.109331875452532,0.145303886373025,0.452290348320799,ORF,Verified ORF,YLL057C,JLP1,SGDID:S000003980
7443,7444,XII,27753,-0.0663919384445295,0.145144098466069,0.647649966121595,ORF,Verified ORF,YLL056C,YLL056C,SGDID:S000003979
7444,7445,XII,27767,-0.0875106889529373,0.146038441314749,0.54940356300766,ORF,Verified ORF,YLL056C,YLL056C,SGDID:S000003979
7445,7446,XII,29949,-0.147261937637113,0.145054682484892,0.310697857753326,Close to 3'-UTR,Close to 3'-UTR,YLL055W,YCT1,SGDID:S000003978
7446,7447,XII,32580,-0.115583098736136,0.147617188191052,0.434156695861804,Close to 3'-UTR,Close to 3'-UTR,YLL055W,YCT1,SGDID:S000003978
7447,7448,XII,35196,-0.119481898379131,0.144343679181767,0.408365780564212,ORF,Uncharacterized ORF,YLL054C,YLL054C,SGDID:S000003977
7448,7449,XII,35207,-0.142523599572938,0.144696091072057,0.325305659143846,Close to 3'-UTR,Close to 3'-UTR,YLL054C,YLL054C,SGDID:S000003977
7449,7450,XII,35238,-0.115618759569452,0.144703909823664,0.424826331242504,Promoter,Promoter,YLL054C_NFR/NDR,,
7450,7451,XII,35979,-0.112430741130943,0.144399908514087,0.436733009731323,ORF,Verified ORF,YLL052C,AQY2,SGDID:S000003975
7451,7452,XII,37321,-0.124159700266356,0.145238545292112,0.393204360552772,Close to 3'-UTR,Close to 3'-UTR,YLL052C,AQY2,SGDID:S000003975
7452,7453,XII,37449,-0.11679043413924,0.145255860947499,0.421919320790473,ORF,Verified ORF,YLL051C,FRE6,SGDID:S000003974
7453,7454,XII,37552,-0.128506398658919,0.14575348653101,0.378555512495077,ORF,Verified ORF,YLL051C,FRE6,SGDID:S000003974
7454,7455,XII,37884,-0.10789413237692,0.145226267926326,0.458013262956978,ORF,Verified ORF,YLL051C,FRE6,SGDID:S000003974
7455,7456,XII,43295,0.0416401678016043,0.146003468844119,0.775658292364336,ORF,Verified ORF,YLL048C,YBT1,SGDID:S000003971
7456,7457,XII,47158,-0.054586277722839,0.157947392348916,0.729850828673721,ORF,Verified ORF,YLL046C,RNP1,SGDID:S000003969
7457,7458,XII,50531,0.0228886455313129,0.144595667331427,0.874315547386553,ORF,Verified ORF,YLL043W,FPS1,SGDID:S000003966
7458,7459,XII,52687,-0.0710262897802575,0.159802666748973,0.656980615627147,Promoter,Promoter,YLL042C_NFR/NDR,,
7459,7460,XII,53269,-0.0087191164773172,0.144207402518293,0.951821627954726,ORF,Verified ORF,YLL041C,SDH2,SGDID:S000003964
7460,7461,XII,63616,-0.0210550605092257,0.147625951944739,0.886668209708665,ORF,Verified ORF,YLL040C,VPS13,SGDID:S000003963
7461,7462,XII,63644,-0.0721867389788737,0.150932298528922,0.632752465143154,ORF,Verified ORF,YLL040C,VPS13,SGDID:S000003963
7462,7463,XII,65441,-0.0642584845477185,0.146047761246518,0.660218918878616,Promoter,Promoter,YLL039C_NFR/NDR,,
7463,7464,XII,66619,-0.0330828498325727,0.152119667803138,0.827960635963523,ORF,Dubious ORF,YLL037W,YLL037W,SGDID:S000003960
7464,7465,XII,66967,-0.13930173125636,0.146618049353478,0.342711734805383,ORF,Verified ORF,YLL036C,PRP19,SGDID:S000003959
7465,7466,XII,69396,0.0026975104157953,0.145673474345229,0.985236468661142,ORF,Verified ORF,YLL035W,GRC3,SGDID:S000003958
7466,7467,XII,70019,-0.0102056723988124,0.147228409285403,0.944775242580354,ORF,Verified ORF,YLL035W,GRC3,SGDID:S000003958
7467,7468,XII,70124,0.0140888481388654,0.146085877384906,0.923224080913862,ORF,Verified ORF,YLL035W,GRC3,SGDID:S000003958
7468,7469,XII,70508,-0.021982329123946,0.1494039754348,0.883110648534672,Close to 3'-UTR,Close to 3'-UTR,YLL035W,GRC3,SGDID:S000003958
7469,7470,XII,71641,-0.0343910264946388,0.146504938972297,0.814544220479246,ORF,Verified ORF,YLL034C,RIX7,SGDID:S000003957
7470,7471,XII,72520,-0.049009575224755,0.146365356150068,0.737941572668759,ORF,Verified ORF,YLL034C,RIX7,SGDID:S000003957
7471,7472,XII,72632,-0.0502557981117062,0.14594018018274,0.730781455834214,ORF,Verified ORF,YLL034C,RIX7,SGDID:S000003957
7472,7473,XII,72756,-0.0208479031284824,0.146663069449777,0.88704397741472,ORF,Verified ORF,YLL034C,RIX7,SGDID:S000003957
7473,7474,XII,73366,-0.0033642009241616,0.146667157670701,0.9817129627941,Promoter,Promoter,YLL033W_NFR/NDR,,
7474,7475,XII,73718,0.0243176802396865,0.147223722097471,0.868900780930618,ORF,Verified ORF,YLL033W,IRC19,SGDID:S000003956
7475,7476,XII,73752,0.0101653108065178,0.146655475384842,0.944778749461796,ORF,Verified ORF,YLL033W,IRC19,SGDID:S000003956
7476,7477,XII,75931,0.0403475572425537,0.147070777200943,0.783982984424062,ORF,Verified ORF,YLL032C,YLL032C,SGDID:S000003955
7477,7478,XII,80985,0.0173446092115603,0.165032153802487,0.916357450488136,Promoter,Promoter,YLL030C_NFR/NDR,,
7478,7479,XII,80987,0.0220704945488817,0.165282333440274,0.893848683444615,Promoter,Promoter,YLL030C_NFR/NDR,,
7479,7480,XII,80989,0.0218740194032945,0.165770385571833,0.895096073217018,Promoter,Promoter,YLL030C_NFR/NDR,,
7480,7481,XII,82740,0.189623361586915,0.146594487063821,0.196675961701097,ORF,Verified ORF,YLL029W,FRA1,SGDID:S000003952
7481,7482,XII,84031,0.225466067559889,0.145594084810674,0.122375479536271,Close to 3'-UTR,Close to 3'-UTR,YLL029W,FRA1,SGDID:S000003952
7482,7483,XII,84341,0.141301885592569,0.145877473230608,0.333391001439868,Promoter,Promoter,YLL028W_NFR/NDR,,
7483,7484,XII,87080,0.287266309629417,0.145428711739945,0.0490119871352646,Promoter,Promoter,YLL027W_NFR/NDR,,
7484,7485,XII,87275,0.173520321342456,0.164591582994806,0.292490506805697,Close to 3'-UTR,Close to 3'-UTR,YLL028W,TPO1,SGDID:S000003951
7485,7486,XII,91612,0.223664586177829,0.150232354484945,0.137435216290079,Other features,Replication,ARS1206,ARS1206,SGDID:S000118469
7486,7487,XII,91629,0.210109172295815,0.149222682397523,0.160003902878491,Other features,Replication,ARS1206,ARS1206,SGDID:S000118469
7487,7488,XII,92092,0.23132419871682,0.16009054345338,0.149356614578898,Other features,LTR,YLLCdelta1,YLLCdelta1,SGDID:S000007064
7488,7489,XII,92095,0.23132419871682,0.16009054345338,0.149356614578898,Other features,LTR,YLLCdelta1,YLLCdelta1,SGDID:S000007064
7489,7490,XII,92100,0.241885161979553,0.16075347936905,0.133296373783521,Other features,LTR,YLLCdelta1,YLLCdelta1,SGDID:S000007064
7490,7491,XII,92115,0.163517799708228,0.173878661142129,0.347648688297119,Other features,LTR,YLLCdelta1,YLLCdelta1,SGDID:S000007064
7491,7492,XII,92163,0.288312787136849,0.28883333511793,0.318867222851349,Other features,LTR,YLLCdelta1,YLLCdelta1,SGDID:S000007064
7492,7493,XII,92233,-0.0491118161710311,0.290534803681346,0.865862505364459,Other features,LTR,YLLCdelta1,YLLCdelta1,SGDID:S000007064
7493,7494,XII,92362,0.0278471405333462,0.289845961820548,0.923515005799776,Other features,LTR,YLLCdelta1,YLLCdelta1,SGDID:S000007064
7494,7495,XII,92405,0.209748813284051,0.293316659448449,0.47502398945742,Promoter,Promoter,YLL025W_NFR/NDR,,
7495,7496,XII,92490,0.324980150914117,0.288364289529837,0.260517360578863,Promoter,Promoter,YLL025W_NFR/NDR,,
7496,7497,XII,92533,0.252546473434901,0.150988213189992,0.0952873795639892,Promoter,Promoter,YLL025W_NFR/NDR,,
7497,7498,XII,92726,0.186395627158083,0.160881331223512,0.247406224042192,Promoter,Promoter,YLL025W_NFR/NDR,,
7498,7499,XII,92800,0.189447201023325,0.146751342163528,0.197569222484641,Promoter,Promoter,YLL025W_NFR/NDR,,
7499,7500,XII,93045,0.22465847398213,0.148220749888318,0.130489667629524,Intergenic region,Intergenic region,L:92651-94746,,
7500,7501,XII,93418,0.210932491655298,0.146371866987112,0.150450602840149,Intergenic region,Intergenic region,L:92651-94746,,
7501,7502,XII,95610,0.16577445409945,0.147591059583055,0.26211536297946,ORF,Verified ORF,YLL024C,SSA2,SGDID:S000003947
7502,7503,XII,97108,0.0878450327640046,0.181115647400931,0.62796174869234,ORF,Verified ORF,YLL024C,SSA2,SGDID:S000003947
7503,7504,XII,97129,-0.0070743545286475,0.309615070149802,0.981783735539129,ORF,Verified ORF,YLL024C,SSA2,SGDID:S000003947
7504,7505,XII,97147,-0.332598842990366,0.305554211491358,0.277112574066072,ORF,Verified ORF,YLL024C,SSA2,SGDID:S000003947
7505,7506,XII,97153,-0.0378271920382574,0.298067545578654,0.899085376318483,ORF,Verified ORF,YLL024C,SSA2,SGDID:S000003947
7506,7507,XII,97159,0.0072503468470674,0.300087792225832,0.980738035772054,ORF,Verified ORF,YLL024C,SSA2,SGDID:S000003947
7507,7508,XII,98701,0.150973584839336,0.147282897628883,0.306037507901305,Unstable transcript,CUT,CUT246,,
7508,7509,XII,100464,0.0970533936817461,0.148702673894548,0.514395500067485,Close to 3'-UTR,Close to 3'-UTR,YLL022C,HIF1,SGDID:S000003945
7509,7510,XII,102249,-0.0597511812564397,0.150833967923409,0.692242000083128,ORF,Verified ORF,YLL021W,SPA2,SGDID:S000003944
7510,7511,XII,102251,-0.0454753684752773,0.149905194475108,0.761793581713574,ORF,Verified ORF,YLL021W,SPA2,SGDID:S000003944
7511,7512,XII,103019,-0.106407625760296,0.15062807729568,0.480389108618822,ORF,Verified ORF,YLL021W,SPA2,SGDID:S000003944
7512,7513,XII,103659,-0.723753161889997,0.294183237870199,0.0143639230869477,ORF,Verified ORF,YLL021W,SPA2,SGDID:S000003944
7513,7514,XII,103886,-0.154679722720759,0.150534297141532,0.304870732728288,ORF,Verified ORF,YLL021W,SPA2,SGDID:S000003944
7514,7515,XII,105616,-0.282711041866669,0.229083882543356,0.217988851005786,ORF,Dubious ORF,YLL020C,YLL020C,SGDID:S000003943
7515,7516,XII,109468,-0.150427891272788,0.157354052573202,0.339734751027304,Close to 3'-UTR,Close to 3'-UTR,YLL018C-A,COX19,SGDID:S000007245
7516,7517,XII,111438,-0.178894099600561,0.151922873618536,0.239776378837909,ORF,Verified ORF,YLL018C,DPS1,SGDID:S000003941
7517,7518,XII,112028,-0.142827008766676,0.152285399550684,0.348942004731363,Close to 3'-UTR,Close to 3'-UTR,YLL018C,DPS1,SGDID:S000003941
7518,7519,XII,112101,-0.155613947896615,0.150067966918415,0.300465944698692,Close to 3'-UTR,Close to 3'-UTR,YLL018C,DPS1,SGDID:S000003941
7519,7520,XII,112139,-0.174888033688131,0.152974287041977,0.253709055234292,Close to 3'-UTR,Close to 3'-UTR,YLL018C,DPS1,SGDID:S000003941
7520,7521,XII,119050,0.0799117021237183,0.158265831483788,0.613929565963723,ORF,Verified ORF,YLL015W,BPT1,SGDID:S000003938
7521,7522,XII,122034,0.0394322566776986,0.224716531059086,0.860806593458748,Close to 3'-UTR,Close to 3'-UTR,YLL015W,BPT1,SGDID:S000003938
7522,7523,XII,122696,0.0238046426007674,0.157074411081256,0.879628365986163,ORF,Verified ORF,YLL013C,PUF3,SGDID:S000003936
7523,7524,XII,123487,0.19453690920321,0.150917726209348,0.19823302450508,ORF,Verified ORF,YLL013C,PUF3,SGDID:S000003936
7524,7525,XII,123527,0.0445494625833387,0.306735452440497,0.884606322335049,ORF,Verified ORF,YLL013C,PUF3,SGDID:S000003936
7525,7526,XII,123533,0.0270467431340116,0.307434853799376,0.929946013839844,ORF,Verified ORF,YLL013C,PUF3,SGDID:S000003936
7526,7527,XII,123551,0.0270467431340116,0.307434853799376,0.929946013839844,ORF,Verified ORF,YLL013C,PUF3,SGDID:S000003936
7527,7528,XII,124218,0.0796766774719737,0.154584735856454,0.606579420795648,ORF,Verified ORF,YLL013C,PUF3,SGDID:S000003936
7528,7529,XII,124295,0.0992340305816404,0.154848935854109,0.522039766500273,ORF,Verified ORF,YLL013C,PUF3,SGDID:S000003936
7529,7530,XII,126688,0.0244063294279773,0.159543255783309,0.878504407527123,ORF,Verified ORF,YLL012W,YEH1,SGDID:S000003935
7530,7531,XII,126769,0.0122642212479809,0.159128885958392,0.938610732620743,ORF,Verified ORF,YLL012W,YEH1,SGDID:S000003935
7531,7532,XII,127341,0.0579573262384834,0.252059317653905,0.818275253913768,Promoter,Promoter,YLL011W_NFR/NDR,,
7532,7533,XII,127342,0.119459005312529,0.169028486638193,0.480194995408243,Promoter,Promoter,YLL011W_NFR/NDR,,
7533,7534,XII,128383,0.0210344767905539,0.160516916788473,0.895816638397801,ORF,Verified ORF,YLL011W,SOF1,SGDID:S000003934
7534,7535,XII,128716,0.0272471590003476,0.161581520450148,0.866185880362033,ORF,Verified ORF,YLL011W,SOF1,SGDID:S000003934
7535,7536,XII,129214,0.235310270797697,0.326546803238782,0.471631351996933,Close to 3'-UTR,Close to 3'-UTR,YLL011W,SOF1,SGDID:S000003934
7536,7537,XII,130083,0.0403260548586033,0.292203285443539,0.890313692008969,ORF,Verified ORF,YLL010C,PSR1,SGDID:S000003933
7537,7538,XII,130083,0.311942656386099,0.341135905653077,0.361118581443261,ORF,Verified ORF,YLL010C,PSR1,SGDID:S000003933
7538,7539,XII,130108,0.0706290100983114,0.158678256083708,0.65651430017581,ORF,Verified ORF,YLL010C,PSR1,SGDID:S000003933
7539,7540,XII,130128,0.0024996646180226,0.158611867840146,0.987435056981848,ORF,Verified ORF,YLL010C,PSR1,SGDID:S000003933
7540,7541,XII,130181,0.0654059478584803,0.158192723014878,0.679522605076307,ORF,Verified ORF,YLL010C,PSR1,SGDID:S000003933
7541,7542,XII,130212,0.0625104214621177,0.15829706517385,0.693160267117675,ORF,Verified ORF,YLL010C,PSR1,SGDID:S000003933
7542,7543,XII,130435,0.0388972481742442,0.158616620152348,0.806422341333892,ORF,Verified ORF,YLL010C,PSR1,SGDID:S000003933
7543,7544,XII,130643,0.135210583414739,0.346006778298194,0.696199746120599,Close to 3'-UTR,Close to 3'-UTR,YLL010C,PSR1,SGDID:S000003933
7544,7545,XII,130666,0.0134191800352395,0.171152082907169,0.937550316149246,Close to 3'-UTR,Close to 3'-UTR,YLL010C,PSR1,SGDID:S000003933
7545,7546,XII,130666,0.125276517935518,0.33937332490509,0.712244146259397,Close to 3'-UTR,Close to 3'-UTR,YLL010C,PSR1,SGDID:S000003933
7546,7547,XII,130739,0.0371393879555213,0.157304862480602,0.813493432362753,Close to 3'-UTR,Close to 3'-UTR,YLL010C,PSR1,SGDID:S000003933
7547,7548,XII,130771,0.0519259310897571,0.157624166377987,0.74202702401992,Close to 3'-UTR,Close to 3'-UTR,YLL010C,PSR1,SGDID:S000003933
7548,7549,XII,130928,0.0784876557523293,0.158667795255055,0.621143215678275,Promoter,Promoter,YLL010C_NFR/NDR,,
7549,7550,XII,131003,0.0779545793843659,0.158128425552063,0.622331323896364,Promoter,Promoter,YLL010C_NFR/NDR,,
7550,7551,XII,131008,0.079140942348249,0.158619755443228,0.618135972732846,Promoter,Promoter,YLL010C_NFR/NDR,,
7551,7552,XII,131340,0.0038748916660771,0.158586007236512,0.980520228709544,ORF,Verified ORF,YLL009C,COX17,SGDID:S000003932
7552,7553,XII,131587,-0.059309008741288,0.160071505118969,0.711220494231114,Promoter,Promoter,YLL008W_NFR/NDR,,
7553,7554,XII,132130,-0.025608990234796,0.15825226879851,0.871537159728679,ORF,Verified ORF,YLL008W,DRS1,SGDID:S000003931
7554,7555,XII,132144,-0.0221039591285495,0.158385028077152,0.889088509666526,ORF,Verified ORF,YLL008W,DRS1,SGDID:S000003931
7555,7556,XII,132151,-0.0221039591285495,0.158385028077152,0.889088509666526,ORF,Verified ORF,YLL008W,DRS1,SGDID:S000003931
7556,7557,XII,132253,-0.030507320374058,0.281754149168224,0.913837973157169,ORF,Verified ORF,YLL008W,DRS1,SGDID:S000003931
7557,7558,XII,132253,-0.131135689531883,0.385374539646942,0.733847216458964,ORF,Verified ORF,YLL008W,DRS1,SGDID:S000003931
7558,7559,XII,132610,-0.0920297076108016,0.160074527952232,0.565713072379903,ORF,Verified ORF,YLL008W,DRS1,SGDID:S000003931
7559,7560,XII,134496,0.104805337765806,0.162248098319948,0.51872672477388,ORF,Verified ORF,YLL007C,LMO1,SGDID:S000003930
7560,7561,XII,135855,-0.0789258305362663,0.166617200653629,0.636009837470551,ORF,Verified ORF,YLL007C,LMO1,SGDID:S000003930
7561,7562,XII,135989,0.0268851029136168,0.165497045797209,0.871043936836339,ORF,Verified ORF,YLL007C,LMO1,SGDID:S000003930
7562,7563,XII,136208,-0.0309184759458052,0.163679494200905,0.850282528123511,ORF,Verified ORF,YLL007C,LMO1,SGDID:S000003930
7563,7564,XII,136289,0.0184981222381286,0.164283317161706,0.910412553537198,ORF,Verified ORF,YLL007C,LMO1,SGDID:S000003930
7564,7565,XII,136315,0.0130100802771547,0.163786433903666,0.936733074168242,Promoter,Promoter,YLL006W-A_NFR/NDR,,
7565,7566,XII,136527,0.0142160119679926,0.164889645600136,0.931344140756687,Promoter,Promoter,YLL006W_NFR/NDR,,
7566,7567,XII,138153,0.0211912465605404,0.162423065904261,0.896269347942885,ORF,Verified ORF,YLL005C,SPO75,SGDID:S000003928
7567,7568,XII,138154,0.0261471747232376,0.162465024954631,0.872232462564297,ORF,Verified ORF,YLL005C,SPO75,SGDID:S000003928
7568,7569,XII,139755,-0.0967754148442981,0.16520107811784,0.558381724752891,ORF,Verified ORF,YLL005C,SPO75,SGDID:S000003928
7569,7570,XII,140997,-0.0219352680565112,0.160664589938833,0.891481460227106,Promoter,Promoter,YLL004W_NFR/NDR,,
7570,7571,XII,144481,-0.046748021291374,0.162667600803202,0.77398714956952,ORF,Verified ORF,YLL003W,SFI1,SGDID:S000003926
7571,7572,XII,148120,-0.0163521926174908,0.158979456410176,0.918134658718138,ORF,Verified ORF,YLL001W,DNM1,SGDID:S000003924
7572,7573,XII,148231,-0.0604629051855055,0.159097681225949,0.704146969054229,ORF,Verified ORF,YLL001W,DNM1,SGDID:S000003924
